"ID_TRABALHA" "FILHOS_5" "FILHOS_6_18" "IDADE" "ID_ENSINO_SUPERIOR" "RENDA_FAMILIA"
0 0 1 48 0 20.2999992370605
0 1 1 44 0 9.80000019073486
0 1 2 30 0 8.10000038146973
0 3 3 37 1 13.4399995803833
0 0 4 36 0 15.5
0 1 3 33 0 23.5
0 1 1 32 1 50.2999992370605
0 0 1 49 0 28.0699996948242
0 0 3 39 0 21.5
0 0 2 41 1 22.5820007324219
0 0 0 60 0 18.5
0 0 2 45 0 29.2999992370605
0 0 2 52 0 68.0350036621094
0 0 5 47 0 5.55000019073486
0 0 4 46 0 19.3649997711182
0 0 0 52 0 23
0 1 3 39 0 24.7600002288818
0 0 0 51 0 12.0900001525879
0 0 0 53 1 20.2000007629395
0 0 3 44 0 21.4169998168945
0 0 0 30 0 14.6940002441406
0 1 1 30 0 42.25
0 0 0 57 0 6.34000015258789
0 2 1 31 1 23
0 0 0 47 0 21.1000003814697
0 0 1 46 0 16.2399997711182
0 0 2 37 1 15.8999996185303
0 1 1 34 0 24.701000213623
0 2 1 36 0 15
0 0 0 45 0 30
0 1 1 33 0 9.44999980926514
0 0 3 43 0 19.8549995422363
0 0 0 52 0 19.2369995117188
0 1 1 33 1 29
0 2 0 38 1 18.6000003814697
0 1 1 30 0 25.1000003814697
0 1 1 34 0 13.6999998092651
0 1 1 43 0 13.0749998092651
0 0 2 32 0 11
0 0 2 45 0 37.2999992370605
0 0 0 46 0 23.2600002288818
0 0 1 56 0 16.0729999542236
0 0 1 49 0 13.3990001678467
0 0 0 48 0 17.257999420166
0 0 1 49 0 31.7999992370605
0 0 0 56 1 7.69999980926514
0 1 1 47 0 21.7999992370605
0 0 2 54 0 14.4499998092651
0 1 0 30 0 19.3920001983643
0 0 0 53 0 17.5
0 0 4 44 0 18.8500003814697
0 0 0 49 0 16
0 0 2 47 0 32.5
0 0 2 52 0 17.0799999237061
0 0 0 49 0 8.63000011444092
0 2 2 30 0 35
0 0 1 37 0 22.1590003967285
0 0 1 50 0 29.3999996185303
0 0 1 47 0 17.7000007629395
0 0 1 51 0 26.6800003051758
0 0 0 53 0 21.5739994049072
0 1 2 31 0 10.1899995803833
0 0 1 42 1 31.7000007629395
0 0 2 46 0 24.1350002288818
0 0 4 50 0 31
0 0 4 41 1 18.4500007629395
0 0 1 48 0 17.9699993133545
0 0 0 54 0 13
0 0 1 50 0 8.39999961853027
0 1 1 36 0 16.7000007629395
0 0 0 54 0 10.039999961853
0 1 2 33 0 8.00899982452393
0 0 3 40 0 15.0959997177124
0 1 2 35 1 28.4500007629395
0 1 1 32 0 11.5500001907349
0 0 2 31 1 28
0 1 0 31 1 18.2000007629395
0 1 3 51 0 44.9879989624023
0 0 1 36 0 13.3999996185303
0 0 0 59 0 16.4759998321533
0 2 0 35 0 17.2000007629395
0 0 2 46 0 18.2999992370605
0 0 0 52 0 24
0 0 3 31 0 4.34999990463257
0 0 1 46 0 29.55299949646
0 1 0 36 1 21.7679996490479
0 1 2 36 0 14.1999998092651
0 0 0 56 0 8.30000019073486
0 0 0 52 0 20.1770000457764
0 0 4 33 1 18.2140007019043
0 0 0 51 0 14
0 0 0 57 0 18.7999992370605
0 1 2 36 0 17.0450000762939
0 0 1 48 0 24.5
0 0 0 53 0 10.6999998092651
0 0 3 54 1 35.4000015258789
0 1 2 40 0 21
0 1 3 37 0 14.75
0 0 0 56 0 18.7999992370605
0 2 0 32 1 14.6999998092651
0 0 1 42 0 16.1000003814697
0 0 0 53 1 18.9650001525879
0 0 0 53 1 41.5
0 0 1 45 0 42.7999992370605
0 0 1 41 0 19.5
0 0 2 44 1 20.882999420166
0 0 0 33 1 24
0 0 0 50 0 21.6000003814697
0 0 2 52 0 14.6000003814697
0 0 5 38 1 21.8500003814697
0 0 0 56 0 16.576000213623
0 1 4 42 0 15.9799995422363
0 1 2 43 0 17.3999996185303
0 1 1 32 0 14.8000001907349
0 0 3 47 0 13.5299997329712
0 0 0 47 0 25.3199996948242
0 0 3 37 1 28.6299991607666
0 0 3 38 0 24.4699993133545
0 0 3 36 1 48.2999992370605
0 0 0 44 0 18.8999996185303
0 0 0 44 1 23.7000007629395
0 0 1 55 0 13.3999996185303
0 0 0 49 0 8
0 0 0 58 0 10.5920000076294
0 3 1 31 1 73.5999984741211
0 2 1 33 1 40.25
0 0 5 34 0 15.6999998092651
0 0 0 47 0 25
0 0 0 48 1 26.613000869751
0 1 2 33 0 18.2199993133545
0 0 3 35 0 10.8669996261597
0 1 4 41 0 7.05000019073486
0 1 3 38 1 32.685001373291
0 0 2 38 0 16.681999206543
0 0 2 42 0 18.3999996185303
0 0 0 53 0 13.4200000762939
0 0 1 44 0 20.2999992370605
0 0 1 51 0 18.75
0 0 0 55 0 28.6000003814697
0 1 2 30 0 20.5
0 0 0 54 1 33.8559989929199
0 0 2 38 0 33.0999984741211
0 2 0 30 1 16.0499992370605
0 0 2 50 0 40.7999992370605
0 0 1 34 0 7.03999996185303
0 2 3 34 0 5
0 2 2 30 0 10.0270004272461
0 0 3 38 0 7.57399988174438
0 0 0 54 0 20.9500007629395
0 2 0 33 0 18.5200004577637
0 0 0 38 0 16.7880001068115
0 0 3 51 0 19.7000007629395
0 1 1 32 0 14.5
0 0 2 36 0 9.09000015258789
0 0 0 53 0 27.7600002288818
0 0 2 38 1 37.25
0 0 2 36 0 6
0 0 1 39 0 15.1890001296997
0 2 0 30 1 16.1499996185303
0 1 0 34 0 17.5
0 0 1 45 0 24.7999992370605
0 2 3 44 1 18.8740005493164
0 1 2 35 1 18.0100002288818
0 0 1 44 0 15.5500001907349
0 0 3 44 0 13.1260004043579
0 1 1 36 0 20.5279998779297
0 0 0 55 0 15
0 0 1 49 0 11
0 0 3 32 0 16.6000003814697
0 0 0 56 0 30.2000007629395
0 0 2 38 0 15.8299999237061
0 0 0 57 0 12.9250001907349
0 0 0 60 0 15.3000001907349
0 0 1 42 1 31
0 0 5 43 0 21.8229999542236
0 0 1 45 0 21.7000007629395
0 0 4 41 0 35.9099998474121
0 1 0 30 0 22.7999992370605
0 2 0 30 1 23.6000003814697
0 0 1 49 0 21.0249996185303
1 0 1 30 0 16
1 0 1 33 0 24
1 0 2 43 1 21.6400012969971
1 0 1 40 0 22.6410007476807
1 0 5 36 0 18.2000007629395
1 2 0 32 1 15.0999994277954
1 1 1 45 0 23.7089996337891
1 0 2 49 0 14.4340009689331
1 1 3 36 0 10.6999998092651
1 0 4 39 0 12.8999996185303
1 0 4 37 0 12.75
1 0 2 36 1 26.5
1 1 2 39 1 16.1200008392334
1 0 3 36 1 32
1 0 0 46 0 1.19999980926514
1 0 1 31 0 14.6000003814697
1 1 2 40 1 25.0900001525879
1 0 2 34 0 13.1400003433228
1 0 0 47 0 29.3099994659424
1 0 0 38 0 10
1 1 3 36 0 21
1 0 1 44 0 18.8999996185303
1 0 1 38 0 14.7819995880127
1 0 1 43 0 24.92799949646
1 0 2 43 0 23.2490005493164
1 0 0 51 1 25.2999992370605
1 0 1 48 0 59
1 0 2 42 1 21
1 2 2 38 1 18.4300003051758
1 0 1 49 1 39.0999984741211
1 0 0 35 1 11.7999992370605
1 0 0 55 0 11.6279993057251
1 0 3 35 1 34
1 0 0 52 1 18.3000011444092
1 1 1 34 1 19.7999992370605
1 0 0 50 0 14.5
1 0 2 35 1 5.12000036239624
1 0 0 54 0 9.30000019073486
1 0 0 43 0 18.5599994659424
1 0 0 30 1 20.6000003814697
1 1 3 32 0 17.5069999694824
1 0 3 35 0 7.1759991645813
1 0 0 41 1 79.8000030517578
1 0 2 41 0 7.90000009536743
1 0 3 36 0 14.4999990463257
1 0 0 34 0 7.79999971389771
1 0 1 43 1 16.7700004577637
1 0 2 35 1 -0.0290000941604376
1 0 3 43 0 13.8720006942749
1 1 3 33 0 43
1 0 2 34 1 17.2000007629395
1 0 1 44 1 14.5199995040894
1 0 3 37 0 10.3999996185303
1 0 2 32 0 9.02000045776367
1 1 1 34 0 6.59999847412109
1 0 2 32 1 19.7000007629395
1 0 1 44 0 16.3999996185303
1 0 5 37 1 34.75
1 0 1 50 1 33.0499992370605
1 0 1 44 1 51.3000068664551
1 0 1 45 1 30.5
1 0 3 41 0 16.3229999542236
1 0 0 56 0 10.7869987487793
1 0 2 46 0 12.3999996185303
1 0 1 37 0 34.5
1 0 3 39 1 26
1 0 0 54 1 18.2199993133545
1 0 3 43 0 25.0750007629395
1 0 3 38 0 5.48600006103516
1 0 0 54 0 20.25
1 0 1 32 0 17.1499996185303
1 0 0 40 1 32
1 1 2 35 1 23.5
1 0 2 45 1 35.7550010681152
1 0 1 34 0 14
1 0 3 42 0 17.2100009918213
1 2 1 30 1 13.6999998092651
1 0 0 46 0 28
1 0 0 35 1 37.2999992370605
1 0 2 57 0 24.3990001678467
1 0 2 44 1 9
1 0 0 45 0 10.7749996185303
1 0 0 50 1 41.0999984741211
1 0 3 36 1 15.8000001907349
1 0 2 44 0 13.6020002365112
1 0 1 34 1 26.0000019073486
1 0 0 52 1 17.6599998474121
1 0 1 47 1 28.6000003814697
1 0 4 49 0 9.88399982452393
1 0 1 38 0 15.5400009155273
1 0 2 40 0 17.8999996185303
1 0 0 45 0 16.9799995422363
1 0 2 32 0 12
1 1 2 45 0 10.4699993133545
1 0 2 40 0 7.78900051116943
1 0 0 56 0 6.30000019073486
1 0 0 45 1 20.75
1 0 2 35 0 13
1 0 2 36 1 23.6000003814697
1 0 2 32 0 13.8199996948242
1 0 2 37 0 33.2999992370605
1 0 5 52 0 42.9099998474121
1 0 1 51 0 22.25
1 0 1 30 0 8.5
1 0 0 48 0 30.75
1 0 4 34 0 9.04800033569336
1 0 0 46 0 9.89999961853027
1 0 0 47 0 26.0900001525879
1 0 1 47 0 14.6999998092651
1 0 0 47 0 46.6450004577637
1 0 1 43 0 11.8439998626709
1 0 0 47 0 13.2950000762939
1 0 1 46 1 16.5550003051758
1 0 1 48 1 17.5749950408936
1 0 0 53 0 9.80000114440918
1 0 1 39 0 17.4549999237061
1 0 0 57 1 14.4210004806519
1 0 1 30 0 15.5909996032715
1 0 1 40 0 23.1499996185303
1 0 0 50 0 24.5
1 0 3 45 0 9.5600004196167
1 0 1 39 0 13.6769990921021
1 0 2 34 1 12.3000001907349
1 0 1 39 0 18.8570003509521
1 0 2 32 1 11.1799993515015
1 0 3 37 0 9.99999904632568
1 0 2 43 1 19.3099994659424
1 0 0 46 0 17.4019985198975
1 0 1 32 1 17.799991607666
1 0 0 50 0 27
1 0 0 59 1 26
1 0 3 37 0 28.0400009155273
1 0 0 49 0 21.5
1 0 1 39 0 4.80000066757202
1 0 0 47 0 18.7600002288818
1 0 2 32 1 43.2999992370605
1 0 0 32 1 11
1 0 0 32 0 18.5
1 0 1 49 0 19.7000007629395
1 0 1 41 0 34.2000007629395
1 0 2 34 0 3.89999914169312
1 0 0 34 0 13.8920001983643
1 0 0 51 1 38.4000015258789
1 0 1 45 1 52.5
1 0 0 49 0 53.5
1 1 0 30 0 27
1 0 1 38 0 12.5
1 0 0 54 1 6.49100160598755
1 0 2 43 1 8.5600004196167
1 0 0 38 0 17.201000213623
1 0 3 37 0 21.2999992370605
1 0 3 36 0 16.3999996185303
1 0 0 41 1 13.1500015258789
1 0 0 41 0 27.0400009155273
1 1 2 36 0 9.17499923706055
1 0 3 48 0 13.3920001983643
1 0 1 41 0 28.9810009002686
1 0 0 56 1 18.1590003967285
1 1 2 36 1 14.1999998092651
1 0 2 47 1 25.2050037384033
1 0 4 40 0 16.1650009155273
1 0 1 45 0 29.7000007629395
1 0 1 32 0 15.0500001907349
1 0 0 59 0 14.7799997329712
1 0 1 47 1 41.3999977111816
1 0 1 45 1 13
1 0 1 47 1 28.5019989013672
1 0 0 54 0 34.8569984436035
1 0 3 38 0 10.4999990463257
1 0 3 32 0 39.2130012512207
1 1 0 53 0 18.2749996185303
1 1 3 35 1 25.3800010681152
1 0 0 49 0 13.5
1 0 4 34 0 20.6599998474121
1 0 2 31 1 9.99999904632568
1 0 0 51 1 31.8110008239746
1 1 5 30 0 7.20000028610229
1 0 0 52 1 39.1399993896484
1 1 0 30 1 24.25
1 0 0 51 0 10.7000007629395
1 0 1 43 0 25
1 0 4 31 0 14.899998664856
1 0 3 40 0 14.0299997329712
1 0 3 46 0 19.0069999694824
1 0 2 38 0 13.0249996185303
1 0 1 32 0 17.3999996185303
1 0 2 32 1 24.6259994506836
1 0 0 48 0 4.81100034713745
1 0 0 52 1 16.6999931335449
1 0 2 38 1 32.0250015258789
1 0 0 55 0 16.3500003814697
1 0 1 49 0 19.1030006408691
1 0 3 43 0 29.117000579834
1 0 1 38 0 6.49999952316284
1 0 1 31 1 9.46599960327148
1 1 0 30 0 19.0799999237061
1 0 0 52 0 10.3999996185303
1 0 1 37 0 11.3999996185303
1 0 3 37 0 9
1 0 0 52 0 28.7999992370605
1 1 2 34 1 28.1999988555908
1 0 2 42 0 20.632999420166
1 0 3 43 1 22.3999996185303
1 0 4 46 1 26.5900001525879
1 0 2 37 0 19.1599998474121
1 0 0 45 0 8.93299961090088
1 0 1 47 0 25.6999988555908
1 0 1 48 0 21
1 1 2 36 0 11.1999998092651
1 0 0 45 0 13.5
1 0 2 33 0 10.9540004730225
1 1 5 41 0 18.2719993591309
1 0 0 46 1 7.78999996185303
1 0 0 52 0 3.67100048065186
1 0 0 59 0 3.30000019073486
1 0 2 41 0 15.6000003814697
1 0 0 52 0 6.25
1 0 0 50 0 6.69999980926514
1 0 0 39 0 22.1999988555908
1 0 0 45 1 13.8000001907349
1 0 1 34 0 12.8450012207031
1 0 1 43 0 18.1949996948242
1 0 2 44 0 10.4369993209839
1 0 0 51 0 10.5000009536743
1 0 0 54 0 20.5
1 0 0 30 1 17.7999973297119
1 1 1 34 1 24.1000003814697
1 0 1 40 0 32.9000015258789
1 0 3 42 1 32.4300003051758
1 0 1 44 1 18
1 0 0 51 0 20.6800003051758
1 0 1 36 0 11.1000003814697
1 0 3 40 0 20.75
1 0 3 33 1 31.2000007629395
1 0 3 31 0 18
1 0 3 43 0 12.539999961853
1 0 4 39 0 16
1 0 0 54 0 13.3000001907349
1 0 0 30 0 8.23700046539307
1 0 3 33 0 17.1000003814697
1 0 1 49 1 6.01600122451782
1 0 0 37 1 17.0699996948242
1 1 5 39 0 33.9699974060059
1 0 2 40 0 21.2199993133545
1 0 2 38 1 25.1999988555908
1 0 2 48 0 9
1 0 1 39 0 23.6680011749268
1 0 4 36 1 21.3719997406006
1 0 1 49 0 44
1 0 2 51 0 38
1 0 0 37 0 9.19999980926514
1 0 1 46 1 19.2980003356934
1 0 0 47 0 13.9000005722046
1 0 1 32 0 25.6000003814697
1 0 0 44 0 13.1339998245239
1 0 1 31 0 7.79999971389771
1 0 1 54 0 17.3969993591309
1 0 2 41 0 9.64500045776367
1 0 0 30 0 14.0000009536743
1 0 2 43 0 13.1189994812012
1 0 0 46 1 44
1 0 0 46 1 17.4999961853027
1 0 3 35 0 12.5
1 0 0 46 0 20.576000213623
1 1 0 43 1 14.3999996185303
1 0 3 34 1 21.2000007629395
1 0 2 37 1 27.2999992370605
1 0 3 37 0 12.7089996337891
1 0 3 35 0 13.1999998092651
1 0 1 46 1 10
1 0 0 43 1 19.7210006713867
1 1 3 33 0 2.20000004768372
1 0 0 54 1 27.7999992370605
1 0 0 47 1 32.7000007629395
1 1 0 31 1 11.1000003814697
1 0 3 43 0 22.3950004577637
1 1 1 33 1 17.019998550415
1 0 2 42 1 27.5
1 0 3 40 1 15.9000005722046
1 0 1 53 1 40
1 0 2 36 0 27.8719997406006
1 0 2 46 0 16
1 1 2 36 0 5.31500005722046
1 0 0 53 0 27.1999988555908
1 0 1 51 0 13.7320003509521
1 0 2 41 1 11.9999990463257
1 0 0 49 1 19.5
1 0 0 58 0 16
1 0 0 50 0 16.9999980926514
1 1 2 33 0 20.7199993133545
1 1 0 36 1 17
1 0 2 39 0 26.1499996185303
1 0 1 47 0 20.8500003814697
1 0 1 45 0 23.5599994659424
1 0 1 38 1 21.2999992370605
1 0 2 34 0 19.2049999237061
1 0 0 55 0 17.3239994049072
1 1 2 31 0 15.5
1 0 4 35 0 18.3999996185303
1 0 1 54 1 16.1420001983643
1 1 0 33 0 11.7999992370605
1 0 3 45 1 23.6749992370605
1 0 2 35 0 17.8999996185303
1 0 0 47 1 22
1 1 1 31 1 14.4999990463257
1 0 2 43 0 10.8999996185303
1 0 0 41 0 9.61999988555908
1 0 3 54 1 34.5999984741211
1 0 0 47 0 22.2999992370605
1 1 3 38 1 91
1 0 2 45 0 17.7740001678467
1 0 0 49 0 16.1499996185303
1 0 0 49 0 14.7489995956421
1 0 3 46 0 43
1 0 0 47 1 46
1 0 1 45 1 23.6999988555908
1 0 0 55 1 14.3000001907349
1 2 0 31 1 14.2449998855591
1 0 4 36 0 25.2000007629395
1 0 1 44 0 17.6689987182617
1 0 3 47 0 20.8859996795654
1 0 0 46 0 8.11999988555908
1 0 3 33 1 21
1 0 2 42 0 17.0499992370605
1 0 1 48 1 70.75
1 1 2 47 0 20.9889984130859
1 0 1 36 0 25.6120014190674
1 0 1 37 0 10.8769998550415
1 0 2 34 1 26
1 0 0 47 0 20.7000007629395
1 0 2 32 1 26.3000011444092
1 0 1 45 0 23.7999992370605
1 0 1 45 0 12.8249998092651
1 0 4 31 0 19.6299991607666
1 0 2 48 0 28.7000007629395
1 1 2 33 0 30.2349987030029
1 2 0 33 0 17.0900001525879
1 0 2 44 0 18.2389984130859
1 1 3 39 0 13.6319999694824
1 0 1 46 1 45.75
1 0 2 46 0 10.5500001907349
1 0 0 59 1 10.5
1 0 1 54 1 20.9500007629395
1 0 0 51 0 2.13399982452393
1 0 0 56 1 24.7000007629395
1 0 1 50 0 17.6949996948242
1 0 0 60 1 12.1499996185303
1 0 0 50 0 12.085000038147
1 0 0 58 0 32.3499984741211
1 2 2 32 1 13.664999961853
1 0 0 49 1 8.60000038146973
1 0 2 32 0 18.1000003814697
1 0 1 48 0 10.6599998474121
1 0 1 31 0 8.11999893188477
1 2 4 34 0 10.1999998092651
1 0 0 58 0 12.1499996185303
1 0 0 52 0 26.7519989013672
1 0 0 33 0 11.9000005722046
1 0 1 51 0 18
1 0 3 41 0 21.2170009613037
1 0 0 34 0 15.5
1 0 2 46 1 17.3999996185303
1 0 0 36 0 12.4200000762939
1 0 4 41 0 6.95000171661377
1 0 0 47 0 11.8100004196167
1 0 0 48 0 10.5000009536743
1 0 4 43 0 15.0500011444092
1 0 3 40 1 28.5
1 0 2 39 0 12.3870000839233
1 0 0 55 1 19.3849983215332
1 0 0 34 1 20.7999992370605
1 0 0 55 1 13.9999990463257
1 0 0 31 1 12.5
1 0 0 52 0 7.99999952316284
1 0 0 52 0 9.5
1 0 8 37 0 16.257999420166
1 0 0 58 0 14.5
1 0 1 46 0 27.3139991760254
1 0 2 30 0 6.35199975967407
1 0 0 51 0 16.6500015258789
1 0 0 45 0 7.1419997215271
1 0 2 48 1 21.1549987792969
1 0 2 34 0 5
1 0 3 30 0 14.1300001144409
1 0 2 48 0 19.9939994812012
1 1 2 31 1 22.5
1 0 0 57 0 22
1 1 2 30 0 15.5100002288818
1 0 0 30 1 17.4999961853027
1 0 0 51 1 14.5939998626709
1 0 1 46 0 11.3840007781982
1 0 0 46 0 10.3199996948242
1 0 1 42 0 14.19700050354
1 0 3 45 1 16.7339992523193
1 0 1 51 0 17.0999984741211
1 0 2 36 1 13.5999994277954
1 0 0 59 1 16.75
1 0 0 50 0 5.11899948120117
1 0 0 42 0 15.6999998092651
1 1 0 31 1 15.0999994277954
1 0 3 32 0 17
1 0 0 59 0 16
1 0 2 43 1 27.3500003814697
1 1 1 31 0 8.27499961853027
1 0 0 45 0 9.5600004196167
1 0 0 48 1 17.4790000915527
1 0 0 30 0 8.08999919891357
1 0 2 42 1 22.6549987792969
1 0 4 35 0 10.3000001907349
1 0 0 45 0 14.1000003814697
1 0 5 39 0 15.83899974823
1 0 2 43 0 14.0999994277954
1 0 3 35 0 17.5310001373291
1 0 1 43 0 24.6310005187988
1 0 2 43 0 14.6000003814697
1 1 2 30 0 15
1 0 1 42 0 19.6999988555908
1 0 1 33 0 24.3000011444092
1 0 2 39 0 12.9250001907349
1 0 2 48 0 17.3050003051758
1 0 0 54 0 10.9000005722046
1 0 2 37 1 9.15200042724609
1 0 0 54 0 9.85900020599365
1 1 2 31 1 20.1000003814697
1 0 3 34 0 6.80000019073486
1 1 3 35 0 12.0399990081787
1 0 2 30 0 19.5
1 1 0 32 0 10.9100008010864
